"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","AGEGROUP (CODE)","AGEGROUP (DISPLAY)","AGEGROUP (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","HUN","Hungary","","YEARS15-29","15-29  years","","FMLE","Female","","3.5","3.53000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","HUN","Hungary","","YEARS15-29","15-29  years","","MLE","Male","","12.4","12.44000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","IDN","Indonesia","","YEARS15-29","15-29  years","","BTSX","Both sexes","","2.7","2.68000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","IDN","Indonesia","","YEARS15-29","15-29  years","","FMLE","Female","","1","0.99000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","IDN","Indonesia","","YEARS15-29","15-29  years","","MLE","Male","","4.3","4.29000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","IND","India","","YEARS15-29","15-29  years","","BTSX","Both sexes","","15.7","15.72000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","IND","India","","YEARS15-29","15-29  years","","FMLE","Female","","17.5","17.47000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","IND","India","","YEARS15-29","15-29  years","","MLE","Male","","14.2","14.16000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","IRL","Ireland","","YEARS15-29","15-29  years","","BTSX","Both sexes","","9.6","9.55000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","IRL","Ireland","","YEARS15-29","15-29  years","","FMLE","Female","","3.7","3.68000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","IRL","Ireland","","YEARS15-29","15-29  years","","MLE","Male","","15.2","15.23000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","IRN","Iran (Islamic Republic of)","","YEARS15-29","15-29  years","","BTSX","Both sexes","","8.5","8.46000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","IRN","Iran (Islamic Republic of)","","YEARS15-29","15-29  years","","FMLE","Female","","5.3","5.33000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","IRN","Iran (Islamic Republic of)","","YEARS15-29","15-29  years","","MLE","Male","","11.5","11.54000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","IRQ","Iraq","","YEARS15-29","15-29  years","","BTSX","Both sexes","","4.5","4.48000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","IRQ","Iraq","","YEARS15-29","15-29  years","","FMLE","Female","","2.7","2.67000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","IRQ","Iraq","","YEARS15-29","15-29  years","","MLE","Male","","6.2","6.21000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ISL","Iceland","","YEARS15-29","15-29  years","","BTSX","Both sexes","","14.1","14.06000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ISL","Iceland","","YEARS15-29","15-29  years","","FMLE","Female","","6.6","6.58000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ISL","Iceland","","YEARS15-29","15-29  years","","MLE","Male","","21.2","21.21000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ISR","Israel","","YEARS15-29","15-29  years","","BTSX","Both sexes","","4.2","4.22000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ISR","Israel","","YEARS15-29","15-29  years","","FMLE","Female","","1.9","1.89000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ISR","Israel","","YEARS15-29","15-29  years","","MLE","Male","","6.4","6.44000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ITA","Italy","","YEARS15-29","15-29  years","","BTSX","Both sexes","","3.1","3.07000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ITA","Italy","","YEARS15-29","15-29  years","","FMLE","Female","","1.2","1.16000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","ITA","Italy","","YEARS15-29","15-29  years","","MLE","Male","","4.9","4.85000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AMR","Americas","","WB_UMI","Upper-middle-income","","JAM","Jamaica","","YEARS15-29","15-29  years","","BTSX","Both sexes","","2","2.04000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AMR","Americas","","WB_UMI","Upper-middle-income","","JAM","Jamaica","","YEARS15-29","15-29  years","","FMLE","Female","","1.1","1.09000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AMR","Americas","","WB_UMI","Upper-middle-income","","JAM","Jamaica","","YEARS15-29","15-29  years","","MLE","Male","","3","2.95000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","JOR","Jordan","","YEARS15-29","15-29  years","","BTSX","Both sexes","","1.8","1.81000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","JOR","Jordan","","YEARS15-29","15-29  years","","FMLE","Female","","0.8","0.84000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","JOR","Jordan","","YEARS15-29","15-29  years","","MLE","Male","","2.8","2.77000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_HI","High-income","","JPN","Japan","","YEARS15-29","15-29  years","","BTSX","Both sexes","","13.5","13.51000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_HI","High-income","","JPN","Japan","","YEARS15-29","15-29  years","","FMLE","Female","","7.6","7.59000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_HI","High-income","","JPN","Japan","","YEARS15-29","15-29  years","","MLE","Male","","19.1","19.14000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_UMI","Upper-middle-income","","KAZ","Kazakhstan","","YEARS15-29","15-29  years","","BTSX","Both sexes","","17.8","17.84000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_UMI","Upper-middle-income","","KAZ","Kazakhstan","","YEARS15-29","15-29  years","","FMLE","Female","","8.9","8.93000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_UMI","Upper-middle-income","","KAZ","Kazakhstan","","YEARS15-29","15-29  years","","MLE","Male","","26.5","26.51000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LMI","Lower-middle-income","","KEN","Kenya","","YEARS15-29","15-29  years","","BTSX","Both sexes","","3.6","3.57000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LMI","Lower-middle-income","","KEN","Kenya","","YEARS15-29","15-29  years","","FMLE","Female","","1.6","1.64000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LMI","Lower-middle-income","","KEN","Kenya","","YEARS15-29","15-29  years","","MLE","Male","","5.5","5.50000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_LMI","Lower-middle-income","","KGZ","Kyrgyzstan","","YEARS15-29","15-29  years","","BTSX","Both sexes","","9.1","9.08000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_LMI","Lower-middle-income","","KGZ","Kyrgyzstan","","YEARS15-29","15-29  years","","FMLE","Female","","4.9","4.94000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_LMI","Lower-middle-income","","KGZ","Kyrgyzstan","","YEARS15-29","15-29  years","","MLE","Male","","13.1","13.08000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","KHM","Cambodia","","YEARS15-29","15-29  years","","BTSX","Both sexes","","5.7","5.74000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","KHM","Cambodia","","YEARS15-29","15-29  years","","FMLE","Female","","3.1","3.15000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","KHM","Cambodia","","YEARS15-29","15-29  years","","MLE","Male","","8.3","8.26000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","KIR","Kiribati","","YEARS15-29","15-29  years","","BTSX","Both sexes","","54.8","54.84000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","KIR","Kiribati","","YEARS15-29","15-29  years","","FMLE","Female","","17.7","17.69000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","KIR","Kiribati","","YEARS15-29","15-29  years","","MLE","Male","","91.5","91.50000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_HI","High-income","","KOR","Republic of Korea","","YEARS15-29","15-29  years","","BTSX","Both sexes","","16.9","16.88000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_HI","High-income","","KOR","Republic of Korea","","YEARS15-29","15-29  years","","FMLE","Female","","15.5","15.47000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_HI","High-income","","KOR","Republic of Korea","","YEARS15-29","15-29  years","","MLE","Male","","18.1","18.15000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","YEARS15-29","15-29  years","","BTSX","Both sexes","","2.6","2.60000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","YEARS15-29","15-29  years","","FMLE","Female","","0.9","0.90000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","YEARS15-29","15-29  years","","MLE","Male","","3.9","3.86000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","LAO","Lao People's Democratic Republic","","YEARS15-29","15-29  years","","BTSX","Both sexes","","7.8","7.77000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","LAO","Lao People's Democratic Republic","","YEARS15-29","15-29  years","","FMLE","Female","","4.9","4.92000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","LAO","Lao People's Democratic Republic","","YEARS15-29","15-29  years","","MLE","Male","","10.6","10.56000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","YEARS15-29","15-29  years","","BTSX","Both sexes","","3.8","3.81000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","YEARS15-29","15-29  years","","FMLE","Female","","2.5","2.51000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","YEARS15-29","15-29  years","","MLE","Male","","5.2","5.15000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LI","Low-income","","LBR","Liberia","","YEARS15-29","15-29  years","","BTSX","Both sexes","","3.3","3.32000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LI","Low-income","","LBR","Liberia","","YEARS15-29","15-29  years","","FMLE","Female","","1.9","1.93000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LI","Low-income","","LBR","Liberia","","YEARS15-29","15-29  years","","MLE","Male","","4.7","4.67000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","YEARS15-29","15-29  years","","BTSX","Both sexes","","4.8","4.84000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","YEARS15-29","15-29  years","","FMLE","Female","","3.2","3.24000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","YEARS15-29","15-29  years","","MLE","Male","","6.4","6.40000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AMR","Americas","","WB_UMI","Upper-middle-income","","LCA","Saint Lucia","","YEARS15-29","15-29  years","","BTSX","Both sexes","","5.4","5.41000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AMR","Americas","","WB_UMI","Upper-middle-income","","LCA","Saint Lucia","","YEARS15-29","15-29  years","","FMLE","Female","","1.4","1.45000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AMR","Americas","","WB_UMI","Upper-middle-income","","LCA","Saint Lucia","","YEARS15-29","15-29  years","","MLE","Male","","9.4","9.37000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","LKA","Sri Lanka","","YEARS15-29","15-29  years","","BTSX","Both sexes","","13.9","13.91000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","LKA","Sri Lanka","","YEARS15-29","15-29  years","","FMLE","Female","","10.9","10.90000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","LKA","Sri Lanka","","YEARS15-29","15-29  years","","MLE","Male","","17","17.03000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LMI","Lower-middle-income","","LSO","Lesotho","","YEARS15-29","15-29  years","","BTSX","Both sexes","","44.1","44.06000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LMI","Lower-middle-income","","LSO","Lesotho","","YEARS15-29","15-29  years","","FMLE","Female","","25.8","25.81000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","AFR","Africa","","WB_LMI","Lower-middle-income","","LSO","Lesotho","","YEARS15-29","15-29  years","","MLE","Male","","62","62.03000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LTU","Lithuania","","YEARS15-29","15-29  years","","BTSX","Both sexes","","16.8","16.84000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LTU","Lithuania","","YEARS15-29","15-29  years","","FMLE","Female","","4.3","4.28000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LTU","Lithuania","","YEARS15-29","15-29  years","","MLE","Male","","28.5","28.54000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LUX","Luxembourg","","YEARS15-29","15-29  years","","BTSX","Both sexes","","6.3","6.33000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LUX","Luxembourg","","YEARS15-29","15-29  years","","FMLE","Female","","5.2","5.16000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LUX","Luxembourg","","YEARS15-29","15-29  years","","MLE","Male","","7.4","7.44000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LVA","Latvia","","YEARS15-29","15-29  years","","BTSX","Both sexes","","15","14.97000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LVA","Latvia","","YEARS15-29","15-29  years","","FMLE","Female","","4.2","4.22000","","","","",""
"SDGSUICIDE","Crude suicide rates (per 100 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664","PUBLISHED","Published","","2019","2019","","EUR","Europe","","WB_HI","High-income","","LVA","Latvia","","YEARS15-29","15-29  years","","MLE","Male","","25.1","25.12000","","","","",""
